"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,Sales_Contract_No,USD_factor,Total_Amount_USD,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,Territory_TRF_max,QuoteExpiry-OppCreated,OppCreated-AccCreated,OppCreated-LastMod,PlanStart-OppCreated,target,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6,Quote_Type_0,Quote_Type_1,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Region_0,Region_1,Region_2,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5,Source_0,Source_1,Source_2,Source_3,Account_Type_0,Account_Type_1,Account_Type_2
1,1,1,1,1196,2725.4149789452576,1.1310891089108912,2561832.0000000005,2561832.0000000005,1345.0,127.0,1,2561832.0000000005,0.5712,4,4,14,14,2.5175718849840254,313,35,3,311,-296,94,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0
1,1,1,1,1197,2725.4149789452576,1.1310891089108912,2895984.0000000005,2895984.0000000005,1345.0,127.0,1,2895984.0000000005,0.5712,5,5,11,11,2.5175718849840254,313,35,3,311,-296,66,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0
0,0,0,0,1198,112.0,1.1310973451327435,8627.445000000002,136102.1157964602,223.0,178.0,2,68050.96250000001,0.644725,0,0,5,5,0.7693538707741548,4999,150,19,930,-296,37,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0
1,1,1,1,1199,109.0,1.0,0.0,0.0,8.0,8.0,1,0.0,0.0,0,0,4,4,8.807302231237323,493,500,6,0,-295,2,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0
1,1,1,1,1200,138.0,1.0,640785.6,640785.6,1345.0,145.0,1,640785.6,0.54,1,1,15,15,2.4981458590852905,809,100,45,932,-293,60,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
1,0,1,0,1201,2725.4149789452576,1.0,1080405.0,1080405.0,596.0,16.0,1,1080405.0,0.54,2,2,15,15,2.779816513761468,109,50,14,932,-293,60,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
1,1,1,1,1202,106.0,1.0,99792.0,99792.0,24.0,21.0,1,99792.0,0.495,0,0,7,7,2.4981458590852905,809,100,45,455,-293,7,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0
1,0,0,0,1203,2725.4149789452576,0.061686507590753024,789.5872971616387,404503.10487560387,429.3333333333333,367.8333333333333,6,24259.07202910725,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1204,2725.4149789452576,0.061686507590753024,789.5872971616387,404503.10487560387,429.3333333333333,367.8333333333333,6,24259.07202910725,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1205,2725.4149789452576,0.061686507590753024,296.09523643561454,171698.22522810198,429.3333333333333,367.8333333333333,6,10805.086505675807,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1206,2725.4149789452576,0.061686507590753024,9869.841214520484,69779.77738665981,409.0,356.2857142857143,7,4096.6876379817795,0.46708603227752016,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,0,0,1207,197.0,0.061686507590753024,382.4563470626687,93714.14233187199,512.0,419.75,4,9556.285259702263,0.4929852782428301,0,0,0,1,0.7693538707741548,4999,150,36,301,-293,44,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1208,2725.4149789452576,0.061686507590753024,1110.3571366335545,38307.32121385763,495.1666666666667,433.6666666666667,6,2616.7818429040967,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1209,2725.4149789452576,0.061686507590753024,1110.3571366335545,28203.071270492284,495.1666666666667,433.6666666666667,6,2302.838983036118,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1210,2725.4149789452576,0.061686507590753024,271.4206333993133,37104.43431583794,495.1666666666667,433.6666666666667,6,2587.563042904097,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1211,2725.4149789452576,0.061686507590753024,1110.3571366335545,31811.731964551334,495.1666666666667,433.6666666666667,6,2390.495383036118,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1212,2725.4149789452576,0.061686507590753024,1110.3571366335545,26278.452233660788,495.1666666666667,433.6666666666667,6,2324.5938429040966,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,0,0,0,1213,2725.4149789452576,0.061686507590753024,1110.3571366335545,47936.58504877418,414.85714285714283,362.14285714285717,7,2737.7871863175747,0.46708603227752016,0,0,0,0,0.7693538707741548,4999,150,511,301,-293,45,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
1,1,1,1,1214,129.0,1.0,87360.0,87360.0,12.0,10.0,1,87360.0,0.48,0,0,0,0,1.8051948051948052,154,37,511,122,-293,29,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
1,0,1,0,1215,2725.4149789452576,1.0,2021760.0,2021760.0,1345.0,127.0,1,2021760.0,0.54,4,4,15,15,1.8051948051948052,154,37,511,0,-597,304,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0
1,1,1,1,1216,2725.4149789452576,1.0,20143242.0,0.0,204.0,25.0,1,20143242.0,0.54,37,37,86,86,1.8051948051948052,154,37,511,0,-293,233,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0
1,0,1,0,1217,212.0,1.0,56100.0,103140.0,378.5,300.0,2,51570.0,0.555,0,0,5,5,2.4981458590852905,809,100,136,524,-293,65,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0
1,1,1,1,1218,2725.4149789452576,1.1310980392156864,866155.2900000002,866155.2900000002,1345.0,53.0,1,866155.2900000002,0.57686,2,2,7,7,2.309576837416481,449,87,511,933,-293,70,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
1,1,0,0,1219,2725.4149789452576,1.131081081081081,172945.12499999997,172945.12499999997,297.0,179.0,1,172945.12499999997,0.4185,0,0,0,0,2.309576837416481,449,87,407,35,-411,427,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
0,0,0,0,1220,107.0,0.008990422535211267,95748.0,148908.36845070423,53.0,48.0,2,74454.15,0.64731,0,0,0,0,0.5095447870778267,681,36,44,424,-292,28,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
1,1,0,0,1221,113.0,0.008990384615384615,44304.975,44304.975,1345.0,976.0,1,44304.975,0.70125,0,0,0,0,0.5095447870778267,681,36,30,0,-292,17,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,1,1,1,1222,2725.4149789452576,1.1311,2264462.2,2264462.2,1345.0,127.0,1,2264462.2,0.56555,4,4,11,11,2.01307966706302,1682,81,17,848,-292,76,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0
1,0,1,0,1223,2725.4149789452576,1.1310930232558138,14593045.479999999,14593045.479999999,1345.0,44.0,1,14593045.479999999,0.48636999999999997,30,30,77,77,2.309576837416481,449,87,510,790,-292,356,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0
1,0,1,0,1224,2725.4149789452576,1.1310927835051547,10982571.600000001,10982571.600000001,1345.0,44.0,1,10982571.600000001,0.5485800000000001,20,20,361,361,2.309576837416481,449,87,202,833,-292,321,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0
1,1,1,1,1225,2725.4149789452576,1.0,1600300.8,0.0,419.0,36.0,1,1600300.8,0.64,2,2,4,4,4.557894736842106,760,128,43,35,-296,159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1,1,1,1,1226,2725.4149789452576,1.0,1628121.6,0.0,238.0,36.0,1,1628121.6,0.36,5,5,0,0,4.557894736842106,760,128,408,0,-395,470,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0
1,1,1,1,1227,120.0,1.1310925925925923,114523.12499999997,251102.5555555555,212.0,168.0,2,125551.4625,0.630585,0,0,3,3,2.5175718849840254,313,35,7,935,-330,68,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,1228,2725.4149789452576,1.1310961538461537,114693.14999999998,114693.14999999998,1345.0,976.0,1,114693.14999999998,0.58817,0,0,0,0,2.309576837416481,449,87,30,755,-291,96,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
0,0,0,0,1229,2725.4149789452576,1.1310961538461537,114693.14999999998,114693.14999999998,1345.0,976.0,1,114693.14999999998,0.58817,0,0,0,0,2.309576837416481,449,87,30,755,-291,117,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
0,0,0,0,1230,2725.4149789452576,1.1310961538461537,57346.57499999999,115795.96874999999,970.5,682.0,2,57897.98437499999,0.58817,0,0,0,0,2.309576837416481,449,87,30,755,-291,124,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
0,0,0,0,1231,2725.4149789452576,1.1310961538461537,114693.14999999998,114693.14999999998,1345.0,976.0,1,114693.14999999998,0.58817,0,0,0,0,2.309576837416481,449,87,30,755,-291,131,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
1,0,1,0,1232,2725.4149789452576,1.1310961538461537,114693.14999999998,114693.14999999998,1345.0,976.0,1,114693.14999999998,0.58817,0,0,0,0,2.309576837416481,449,87,30,755,-291,145,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
1,1,1,1,1233,2725.4149789452576,1.1311,1044005.3,2827467.225,970.5,73.5,2,1413733.6125,0.56555,2,3,9,9,2.5175718849840254,313,35,22,163,-291,63,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0
1,0,1,0,1234,2725.4149789452576,1.0,1769923.3,1769923.3,204.0,52.0,1,1769923.3,0.59,3,3,91,91,3.162627551020408,1568,429,509,935,-291,135,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0
1,1,1,1,1235,2725.4149789452576,1.131093725490196,244587707.2,244587707.2,596.0,94.0,1,244587707.2,57.68578,4,4,30,30,0.7693538707741548,4999,150,27,0,-291,74,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1,1,1,1,1236,151.0,1.0,622300.0,0.0,421.0,50.0,3,627200.0,0.64,1,1,0,0,4.557894736842106,760,128,30,936,-370,67,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
1,1,1,1,1237,132.0,1.1310995850622405,8180916.693749999,8180916.693749999,596.0,16.0,1,8180916.693749999,0.54519,15,15,71,71,2.5175718849840254,313,35,4,896,-329,60,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0
1,0,1,0,1238,2725.4149789452576,1.0,679294.35,679294.35,419.0,70.0,1,679294.35,0.63,1,1,91,91,3.162627551020408,1568,429,30,936,-290,73,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0
1,0,0,0,1239,2725.4149789452576,1.131095890410959,620874.7994054795,620874.7994054795,596.0,16.0,1,620874.7994054795,0.41285,2,2,60,60,2.01307966706302,1682,81,508,936,-482,438,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
0,0,0,0,1240,334.0,1.1310943396226414,214463.96999999997,214463.96999999997,596.0,388.0,1,214463.96999999997,0.59948,0,0,11,11,6.142857142857143,21,60,99,213,-290,102,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
1,0,0,0,1241,139.0,1.1310909090909091,61727.872500000005,61727.872500000005,19.0,19.0,1,61727.872500000005,0.55989,0,0,53,53,2.01307966706302,1682,81,508,936,-290,18,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1,1,1,1,1242,2725.4149789452576,1.1310980392156864,3913418.2400000007,7368232.780000001,596.0,94.0,2,3684116.3900000006,0.57686,6,7,91,91,0.1793103448275862,145,7,28,371,-290,226,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
0,0,0,0,1243,2725.4149789452576,1.1311,193983.65,193983.65,19.0,19.0,1,193983.65,0.56555,0,0,30,30,0.1793103448275862,145,7,13,64,-289,11,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
1,1,1,1,1244,2725.4149789452576,1.0,72360.0,416070.0,77.0,36.0,6,69345.0,0.67,0,0,91,91,3.162627551020408,1568,429,30,937,-289,225,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0
1,1,0,0,1245,114.0,1.0,54880.0,54880.0,540.0,442.0,1,54880.0,0.56,0,0,10,10,2.4981458590852905,809,100,41,528,-289,20,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0
1,1,0,0,1246,128.0,0.008990384615384615,44304.975,44304.975,1345.0,976.0,1,44304.975,0.70125,0,0,0,0,0.5095447870778267,681,36,41,3,-289,21,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,1,0,0,1247,115.0,0.00899044776119403,109629.52,109629.52,1345.0,976.0,1,109629.52,0.60236,0,0,8,8,0.7693538707741548,4999,150,33,253,-289,-5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
1,1,1,1,1248,116.0,1.0,12194000.0,1356338620.0,1345.0,976.0,1,12194000.0,67.0,0,0,10,10,0.7693538707741548,4999,150,33,253,-289,11,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
1,1,0,0,1249,117.0,0.00899044776119403,109629.52,109629.52,1345.0,976.0,1,109629.52,0.60236,0,0,8,8,0.7693538707741548,4999,150,33,253,-289,24,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0
1,0,1,0,1250,2725.4149789452576,1.0,5305300.0,0.0,1345.0,127.0,1,5305300.0,0.53,10,10,0,0,1.8051948051948052,154,37,507,0,-297,71,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,1251,2725.4149789452576,1.1310975609756098,155820.0,155820.0,540.0,442.0,1,155820.0,0.46375,0,0,0,0,2.309576837416481,449,87,507,937,-369,465,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
1,0,1,0,1252,2725.4149789452576,1.1310857142857142,181412.00999999998,181412.00999999998,1345.0,976.0,1,181412.00999999998,0.59382,0,0,0,0,2.309576837416481,449,87,507,937,-289,94,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0
