"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,target,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Account_Type_0,Account_Type_1,Account_Type_2,Quote_Type_0,Quote_Type_1,Source _0,Source _1,Source _2,Source _3,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,Region_0,Region_1,Region_2,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6
1,1,0,0,1924,540383.9999999999,1345.0,145.0,1,540383.9999999999,0.55424,1,1,4,4,0.47703180212014135,283,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1925,103919.99999999999,33.0,30.0,1,103919.99999999999,0.55424,0,0,25,25,0.1793103448275862,145,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,1926,143799.6,596.0,388.0,1,143799.6,0.5712,0,0,4,4,0.47703180212014135,283,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1927,203840.0,1345.0,976.0,1,203840.0,0.44799999999999995,0,0,6,6,2.4981458590852905,809,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
1,0,0,0,1928,107036.37623762377,716.0,529.5,2,53518.27500000001,0.55989,0,0,5,5,0.47703180212014135,283,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1929,87574.76,1345.0,976.0,1,87574.76,0.48118,0,0,16,16,5.683774834437086,1208,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,1930,48402.0,288.5,208.125,8,6050.25,0.45000000000000007,0,0,30,30,2.779816513761468,109,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
0,0,0,0,1931,120989.5891747573,595.0,442.6666666666667,3,40330.096666666665,0.5975933333333333,0,0,7,7,2.01307966706302,1682,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,0,1,0,1932,461386.8,419.0,70.0,1,461386.8,0.51,1,1,0,0,1.3352601156069364,173,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,1933,276585.66000000003,1345.0,976.0,1,276585.66000000003,0.55989,0,0,11,11,0.47703180212014135,283,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1934,1693036.8,29.0,5.0,5,338607.36000000004,0.57,1,1,0,0,3.162627551020408,1568,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0,1935,129454.49999999999,421.0,333.0,1,129454.49999999999,0.61645,0,0,0,0,0.7368421052631579,285,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,1936,126235.20000000001,1345.0,976.0,1,126235.20000000001,0.5712,0,0,17,17,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1,1,1,1,1937,815968.125,217.0,33.0,3,271989.375,0.46374999999999994,1,1,16,32,2.01307966706302,1682,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,0,1,0,1938,13792774.35,970.5,30.0,2,6896387.174999999,0.50334,14,14,88,88,2.01307966706302,1682,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,1,0,0,1939,341366.8261682243,787.3333333333334,565.6666666666666,3,113788.71250000001,0.5787466666666666,0,0,25,25,2.01307966706302,1682,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,1,1,1,1940,7620336.527145205,366.5,21.0,2,3810129.5722027402,0.41002,2,17,46,46,2.01307966706302,1682,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
1,1,1,1,1941,0.0,238.0,30.0,1,6900000.0,0.5,14,14,60,60,4.557894736842106,760,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,1942,546970.32,1345.0,145.0,1,546970.32,0.58437,1,1,0,0,0.5095447870778267,681,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1943,8502.317364826504,188.4,188.4,5,1700.4634729653008,0.0,0,0,0,0,0.7693538707741548,4999,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1944,23898.7008,1345.0,976.0,1,23898.7008,0.63832,0,0,0,0,0.5095447870778267,681,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1945,6970.4544,1345.0,976.0,1,6970.4544,0.63832,0,0,0,0,0.5095447870778267,681,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1946,60704.355599999995,596.0,388.0,1,60704.355599999995,0.58437,0,0,0,0,0.5095447870778267,681,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1947,3445.0,1345.0,976.0,1,3445.0,0.53,0,0,14,14,0.31065759637188206,441,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1948,335038.07999999996,1345.0,145.0,1,335038.07999999996,0.55424,1,1,4,4,2.090909090909091,66,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
1,1,0,0,1949,1487643.75,596.0,94.0,1,1487643.75,0.45,3,3,16,16,2.4981458590852905,809,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
1,1,0,0,1950,134550.0,1345.0,976.0,1,134550.0,0.45,0,0,16,16,2.4981458590852905,809,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
1,1,0,0,1951,110282.25,1345.0,976.0,1,110282.25,0.56555,0,0,7,7,2.5175718849840254,313,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,1952,108161.25000000001,87.0,83.0,1,108161.25000000001,0.57686,0,0,4,4,1.2350746268656716,268,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,1,0,0,1953,539536.6875000001,596.0,82.0,1,539536.6875000001,0.54293,1,1,78,78,0.7693538707741548,4999,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1954,54287904.83,206.5,23.5,2,27143952.415,0.385,41,100,152,152,3.162627551020408,1568,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
1,1,0,0,1955,59434.400169902925,595.0,442.6666666666667,3,19811.541666666664,0.5975933333333333,0,0,0,0,1.572232645403377,533,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
1,1,0,0,1956,28187.649643594596,381.57142857142856,328.85714285714283,7,2089.097941390681,0.45552746084894874,0,0,0,0,0.7693538707741548,4999,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1957,114570.35054830559,241.5,212.0,4,6914.160604643249,0.5129618521618867,0,0,0,0,0.7693538707741548,4999,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1958,60319.534582541935,805.5,621.0,2,6292.66787326711,0.5174568521618867,0,0,0,0,0.7693538707741548,4999,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1959,2126664.75,596.0,94.0,1,2126664.75,0.53501,4,4,10,10,1.572232645403377,533,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0
1,0,1,0,1960,2279539.275,596.0,94.0,1,2279539.275,0.44113,5,5,14,14,2.5175718849840254,313,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
1,1,1,1,1961,26520.0,1345.0,976.0,1,26520.0,0.51,0,0,0,0,1.3352601156069364,173,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,1,0,0,1962,55897.84571843676,805.5,621.0,2,5917.754165676356,0.5174568521618867,0,0,0,0,0.7693538707741548,4999,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,1,1,1963,84626.85,217.0,158.0,1,84626.85,0.4741,0,0,15,15,5.683774834437086,1208,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1964,423134.25,217.0,95.5,2,211567.125,0.4741,0,1,29,30,5.683774834437086,1208,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1965,423134.25,217.0,95.5,2,211567.125,0.4741,0,1,6,29,5.683774834437086,1208,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,1966,384190.84125000006,217.0,158.0,3,128063.61375000002,0.54293,0,0,3,65,2.01307966706302,1682,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1
1,0,1,0,1967,570151.725,114.0,26.0,1,570151.725,0.53161,1,1,7,7,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,1968,535900.2744054545,114.0,26.0,1,535900.2744054545,0.43546999999999997,1,1,0,0,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
1,1,1,1,1969,1013166.0000000001,114.0,10.0,1,1013166.0000000001,0.5712,2,2,18,18,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,1970,615883.9499999998,114.0,26.0,1,615883.9499999998,0.45243999999999995,1,1,14,14,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
1,1,1,1,1971,530145.0056554456,114.0,26.0,1,530145.0056554456,0.5712,1,1,18,18,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,1972,221156.1,114.0,64.0,1,221156.1,0.44678,0,0,21,21,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
0,0,0,0,1973,106355.34,1345.0,976.0,1,106355.34,0.58437,0,0,0,0,0.5095447870778267,681,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,1974,244872.85625,114.0,64.0,1,244872.85625,0.53161,0,0,35,35,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,1975,479020.8499999999,114.0,26.0,1,479020.8499999999,0.45243999999999995,1,1,11,11,2.309576837416481,449,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
1,1,0,0,1976,348.4677,217.0,158.0,1,348.4677,0.6832699999999999,0,0,0,0,0.5095447870778267,681,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,1977,0.0,233.0,45.0,1,2850310.65,0.57,5,5,32,32,4.557894736842106,760,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1,1,1,1,1978,0.0,233.0,45.0,1,2200239.8,0.44,5,5,29,29,4.557894736842106,760,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1,1,0,0,1979,169597.43999999997,217.0,158.0,1,169597.43999999997,0.55424,0,0,4,4,0.7693538707741548,4999,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,1,0,0,1980,388660.79999999993,217.0,33.0,1,388660.79999999993,0.55424,1,1,4,4,0.7693538707741548,4999,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,1,1,1,1981,562863.9744,204.0,65.0,1,562863.9744,0.55424,1,1,4,4,2.090909090909091,66,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
1,1,0,0,1982,0.0,238.0,36.0,1,5501232.0,0.55,10,10,120,120,4.557894736842106,760,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1,1,0,0,1983,515.8241999999999,217.0,158.0,1,515.8241999999999,0.67428,0,0,0,0,0.5095447870778267,681,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,1984,7066.535000000001,19.0,19.0,1,7066.535000000001,0.57686,0,0,66,66,2.01307966706302,1682,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
1,1,0,0,1985,205060.31673469386,1095.3333333333333,780.0,3,68353.38708333332,0.55801,0,0,8,8,2.5175718849840254,313,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
0,0,0,0,1986,163539.81000000003,419.0,116.0,1,163539.81000000003,0.57686,0,0,18,18,0.47703180212014135,283,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,1,1987,12704390.399999999,1345.0,44.0,1,12704390.399999999,0.5089899999999999,25,25,77,77,2.5175718849840254,313,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
1,1,1,1,1988,540383.9999999999,1345.0,145.0,1,540383.9999999999,0.55424,1,1,8,8,2.5175718849840254,313,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
0,0,0,0,1989,174720.0,1345.0,976.0,1,174720.0,0.48,0,0,24,24,0.31065759637188206,441,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,0,1990,42601.0104,1345.0,976.0,1,42601.0104,0.67428,0,0,11,11,0.5095447870778267,681,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,1991,34393.92917230025,570.0,496.2,5,2779.453435960192,0.46831296345901874,0,0,0,2,0.7693538707741548,4999,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
