"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Opportunity_ID,USD_factor,Total_Taxable_Amount_USD,Family_group_mean,Product_group_mean,Items,Total_Amount_mean,ASP_(converted)_mean,TRF_min,TRF_max,Planned_min_range,Planned_max_range,Territory_TRF_mean,Territory_TRF_count,Territory_TRF_max,target,Account_Name_0,Account_Name_1,Account_Name_2,Account_Name_3,Account_Name_4,Account_Name_5,Account_Name_6,Account_Name_7,Account_Name_8,Account_Name_9,Account_Name_10,Account_Type_0,Account_Type_1,Account_Type_2,Source _0,Source _1,Source _2,Source _3,Last_Modified_By_0,Last_Modified_By_1,Last_Modified_By_2,Last_Modified_By_3,Last_Modified_By_4,Last_Modified_By_5,Billing_Country_0,Billing_Country_1,Billing_Country_2,Billing_Country_3,Billing_Country_4,Billing_Country_5,Billing_Country_6,Region_0,Region_1,Region_2,Delivery_Terms_0,Delivery_Terms_1,Delivery_Terms_2,Delivery_Terms_3,Opportunity_Type_0,Opportunity_Type_1,Opportunity_Type_2,Opportunity_Type_3,Opportunity_Type_4,ASP_Currency_0,ASP_Currency_1,ASP_Currency_2,Bureaucratic_Code_0,Bureaucratic_Code_1,Bureaucratic_Code_2,Account_Owner_0,Account_Owner_1,Account_Owner_2,Account_Owner_3,Account_Owner_4,Account_Owner_5,Total_Amount_Currency_0,Total_Amount_Currency_1,Total_Amount_Currency_2,Quote_Type_0,Quote_Type_1,Opportunity_Owner_0,Opportunity_Owner_1,Opportunity_Owner_2,Opportunity_Owner_3,Opportunity_Owner_4,Opportunity_Owner_5
1,1,1,1,1577,1.131086419753086,3826941.126905431,596.0,88.0,2,1913470.5634527155,0.45808999999999994,1,7,4,11,2.01307966706302,1682,81,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,1578,0.00899041095890411,2526.755,114.0,64.0,1,2526.755,0.6563,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
1,0,1,0,1579,1.0,2549898.0,1345.0,127.0,1,2549898.0,0.51,5,5,0,0,1.3352601156069364,173,20,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1,0,1,0,1580,1.0,2549898.0,1345.0,127.0,1,2549898.0,0.51,5,5,0,0,1.3352601156069364,173,20,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1,0,1,0,1581,1.0,2549898.0,1345.0,127.0,1,2549898.0,0.51,5,5,0,0,1.3352601156069364,173,20,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1,0,1,0,1582,1.0,2549898.0,1345.0,127.0,1,2549898.0,0.51,5,5,0,0,1.3352601156069364,173,20,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
1,1,1,1,1583,1.0,7541.1,419.0,116.0,1,7541.1,0.57,0,0,21,21,0.31065759637188206,441,17,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,1584,1.1310975609756098,2327445.3125,114.0,13.0,1,2327445.3125,0.46375,5,5,32,32,2.5175718849840254,313,35,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1585,1.1311028037383177,525261.52,421.0,50.0,1,525261.52,0.60514,1,1,25,25,0.47703180212014135,283,60,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,0,0,0,1586,1.1310943396226414,116898.59999999999,1345.0,976.0,1,116898.59999999999,0.59948,0,0,9,9,0.7368421052631579,285,98,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,1587,1.1310980392156864,264778.74000000005,217.0,158.0,1,264778.74000000005,0.57686,0,0,5,5,1.2350746268656716,268,60,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,0,0,0,1588,1.1310925925925923,101238.44249999998,19.0,19.0,1,101238.44249999998,0.6107899999999999,0,0,6,6,1.2350746268656716,268,60,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1589,1.0,1705000.0,140.0,20.0,1,1705000.0,0.62,3,3,25,25,0.7693538707741548,4999,150,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1
1,1,0,0,1590,1.1310973451327435,322091.28,421.0,50.0,1,322091.28,0.63907,1,1,24,24,0.3333333333333333,9,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1591,1.1310989010989012,310269.62440549454,596.0,82.0,1,310269.62440549454,0.51465,1,1,23,23,2.309576837416481,449,87,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,0,0,1592,1.1310980392156864,145224.505,596.0,388.0,1,145224.505,0.57686,0,0,0,0,2.309576837416481,449,87,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,1,1,1593,1.0,13479482.1,272.25,61.5,4,3369870.525,0.6125,6,6,60,91,3.162627551020408,1568,429,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,1594,0.061686507590753024,39608.90652402252,282.2,245.3,10,2152.362111887608,0.4486353338913961,0,0,0,0,0.7693538707741548,4999,150,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
1,0,0,0,1595,0.061686507590753024,69298.62262745194,445.0,383.5,6,4699.276451110764,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,1,1,1596,1.0,201040.0,781.0,567.0,2,100520.0,0.56,0,0,53,53,1.8666666666666667,15,25,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0,1597,0.061686507590753024,35420.392658610384,494.3333333333333,432.8333333333333,6,2478.1517830361176,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,0,0,0,1598,0.061686507590753024,26278.452233660788,494.3333333333333,432.8333333333333,6,2324.5938429040966,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,0,0,0,1599,0.061686507590753024,65566.58891821139,447.2857142857143,394.57142857142856,7,3935.192470211869,0.46708603227752016,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,0,1,0,1600,0.061686507590753024,69512.98324132981,236.14285714285714,229.71428571428572,7,4032.413172380656,0.4696546037060916,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,0,0,0,1601,0.061686507590753024,22910.368919205674,494.3333333333333,432.8333333333333,6,2105.771323168139,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,1,1,1602,0.008990441176470588,117684.875,140.0,95.0,1,117684.875,0.61135,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1603,0.061686507590753024,221128.8574907242,805.5,621.0,2,23755.058800659186,0.5129618521618867,0,0,0,0,0.7693538707741548,4999,150,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
0,0,0,0,1604,1.1311028037383177,118002.3,1345.0,976.0,1,118002.3,0.60514,0,0,8,8,1.2350746268656716,268,60,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1605,1.1310961538461537,107623.79903846153,845.0,660.5,2,53539.200059435636,0.5103618521618867,0,0,7,7,2.309576837416481,449,87,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,1,1,1606,1.0,53904.4,9.333333333333334,9.0,3,17968.13333333333,0.22,0,0,29,29,0.1834862385321101,218,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,1608,1.0,585625.95,419.0,36.0,1,585625.95,0.39,2,2,60,60,0.7693538707741548,4999,150,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
1,1,0,0,1609,0.008990399999999999,7165.348799999999,481.0,419.5,6,3056.153934873273,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,0,0,1610,0.061686507590753024,25797.297474452917,494.3333333333333,432.8333333333333,6,2244.4013830361177,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,0,0,1611,0.061686507590753024,25797.297474452917,494.3333333333333,432.8333333333333,6,2244.4013830361177,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,0,0,1612,0.061686507590753024,75794.21187675824,408.2857142857143,355.57142857142856,7,4221.911066553209,0.46708603227752016,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,0,0,1613,0.061686507590753024,25797.297474452917,494.3333333333333,432.8333333333333,6,2244.4013830361177,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,0,0,1614,1.1310961538461537,3749.5837499999993,19.0,19.0,1,3749.5837499999993,0.58817,0,0,0,0,2.01307966706302,1682,81,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,1,1,1615,1.0,0.0,204.0,65.0,1,657737.85,0.605,1,1,3,3,4.557894736842106,760,128,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
0,0,1,0,1616,1.0,895770.23,419.0,36.0,1,895770.23,0.365,2,2,0,0,3.162627551020408,1568,429,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,0,1617,1.1310888888888888,15277843.84,540.0,20.0,1,15277843.84,0.5089899999999999,30,30,90,90,2.309576837416481,449,87,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1618,1.0,25498980.0,1345.0,44.0,1,25498980.0,0.51,50,50,91,91,2.779816513761468,109,50,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1,1,1,1,1619,1.0,137093.75,87.0,83.0,1,137093.75,0.535,0,0,0,0,1.3352601156069364,173,20,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
1,1,1,1,1620,1.1310909090909091,1454034.33,596.0,94.0,1,1454034.33,0.55989,3,3,45,45,2.01307966706302,1682,81,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0,1621,0.061686507590753024,182870.88548293916,805.5,621.0,2,19834.144487457997,0.5174568521618867,0,0,0,0,0.7693538707741548,4999,150,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
1,1,1,1,1622,0.008990307692307692,106355.34,1345.0,976.0,1,106355.34,0.58437,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1623,0.008990441176470588,117684.875,140.0,95.0,1,117684.875,0.61135,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1624,0.008990441176470588,117684.875,140.0,95.0,1,117684.875,0.61135,0,0,0,0,0.5095447870778267,681,36,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1625,0.008990416666666667,197921.5056,1345.0,976.0,1,197921.5056,0.64731,0,0,0,0,0.5095447870778267,681,36,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
1,1,1,1,1626,0.7076181818181818,686531.16,540.0,13.0,1,686531.16,0.38919000000000004,2,2,21,21,5.683774834437086,1208,180,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
1,0,1,0,1627,0.7076181818181818,686531.16,540.0,13.0,1,686531.16,0.38919000000000004,2,2,27,27,5.683774834437086,1208,180,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0
1,1,1,1,1628,0.00899041095890411,31584.4375,140.0,95.0,1,31584.4375,0.6563,0,0,4,4,0.5095447870778267,681,36,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
1,1,0,0,1629,1.1310961538461537,45877.259999999995,1345.0,976.0,1,45877.259999999995,0.58817,0,0,11,11,2.01307966706302,1682,81,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,1,1,1,1630,1.1310961538461537,114281.43099999998,523.0,380.0,3,38093.78116666666,0.59194,0,0,5,5,1.2350746268656716,268,60,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,1631,1.1311041666666668,40760469.75000001,1345.0,44.0,1,40760469.75000001,0.54293,75,75,267,267,77.5,2,80,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
1,1,0,0,1632,1.1311,1654233.75,1345.0,127.0,1,1654233.75,0.56555,3,3,4,4,1.572232645403377,533,50,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0
1,1,1,1,1633,1.0,7510.0,313.5,262.5,2,3755.0,0.54,0,0,43,43,1.8051948051948052,154,37,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1634,1.0,483600.0,1345.0,145.0,1,483600.0,0.48,1,1,37,37,2.4981458590852905,809,100,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0
0,0,0,0,1635,1.1310973451327435,241909.9156665487,787.3333333333334,565.6666666666666,3,80636.03938514285,0.6089033333333334,0,0,11,11,2.01307966706302,1682,81,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1636,1.0,14751410.1,233.0,26.0,1,14751410.1,0.59,25,25,90,90,3.162627551020408,1568,429,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
1,1,1,1,1637,1.0,0.0,419.0,116.0,1,302636.25,0.61,0,0,2,2,4.557894736842106,760,128,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0,0,1638,0.061686507590753024,33495.77362177889,494.3333333333333,432.8333333333333,6,2499.9066429040968,0.47284142026981124,0,0,0,0,0.7693538707741548,4999,150,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
1,1,1,1,1639,0.7076142857142858,90150.06,1345.0,976.0,1,90150.06,0.49533,0,0,15,15,5.683774834437086,1208,180,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1640,0.7076142857142858,90150.06,1345.0,976.0,1,90150.06,0.49533,0,0,15,15,5.683774834437086,1208,180,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,1,1,1,1641,0.7076142857142858,90150.06,1345.0,976.0,1,90150.06,0.49533,0,0,15,15,5.683774834437086,1208,180,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
